City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Arlit,NE,2022-07-13 21:17:31,18.7369,7.3853,97.29,14,97,16.69
293,Makakilo City,US,2022-07-13 21:17:31,21.3469,-158.0858,86.32,58,20,18.41
294,Kampot,KH,2022-07-13 21:17:32,10.6167,104.1833,77.36,85,100,9.91
295,Yulara,AU,2022-07-13 21:16:05,-25.2406,130.9889,40.71,68,0,9.6
296,Koster,ZA,2022-07-13 21:17:32,-25.863,26.8976,50.49,43,5,7.14
297,Mahajanga,MG,2022-07-13 21:17:32,-15.7167,46.3167,75.22,57,40,8.05
298,Boddam,GB,2022-07-13 21:17:33,57.4667,-1.7833,59.38,77,58,15.08
299,Tashtyp,RU,2022-07-13 21:17:33,52.7939,89.8983,48.0,97,100,1.48
300,Hauterive,FR,2022-07-13 21:17:33,46.0901,3.4459,75.96,53,27,3.0
301,Ixtapa,MX,2022-07-13 21:12:33,20.7,-105.2,86.23,79,75,8.05
302,George,ZA,2022-07-13 21:17:34,-33.963,22.4617,56.86,52,0,8.84
303,Mar Del Plata,AR,2022-07-13 21:17:14,-38.0023,-57.5575,56.88,62,0,11.99
304,Zyryanka,RU,2022-07-13 21:17:34,65.75,150.85,63.43,80,100,13.4
305,Gorontalo,ID,2022-07-13 21:17:00,0.5412,123.0595,73.49,96,82,2.59
306,Sitarganj,IN,2022-07-13 21:17:34,28.9333,79.7,85.66,65,92,6.13
307,Huangmei,CN,2022-07-13 21:17:35,30.1924,116.025,82.4,80,100,0.89
308,San Jose,US,2022-07-13 21:15:04,37.3394,-121.895,89.85,43,20,9.22
309,Banikoara,BJ,2022-07-13 21:17:35,11.2985,2.4386,77.56,77,99,3.74
310,Sinjai,ID,2022-07-13 21:17:35,-5.1241,120.253,76.19,92,100,4.7
311,La Crosse,US,2022-07-13 21:17:36,43.8014,-91.2396,81.43,56,0,6.91
312,Hami,CN,2022-07-13 21:17:36,42.8,93.45,77.77,31,90,14.41
313,Rincon,US,2022-07-13 21:16:54,32.296,-81.2354,87.85,51,100,9.71
314,Saskylakh,RU,2022-07-13 21:17:36,71.9167,114.0833,45.05,65,100,10.4
315,Ambilobe,MG,2022-07-13 21:17:37,-13.2,49.05,68.68,74,13,4.14
316,Nienburg,DE,2022-07-13 21:17:37,52.6333,9.2167,70.25,84,98,6.29
317,Sinnamary,GF,2022-07-13 21:17:37,5.3833,-52.95,76.1,91,100,4.72
318,Wana,PK,2022-07-13 21:17:37,32.2989,69.5725,78.19,68,0,2.01
319,Yate,GB,2022-07-13 21:17:38,51.5407,-2.4184,67.98,63,98,1.99
320,Raudeberg,NO,2022-07-13 21:17:38,61.9875,5.1352,52.47,90,100,9.66
321,Along,IN,2022-07-13 21:17:38,28.1667,94.7667,75.47,92,76,1.95
322,Sechura,PE,2022-07-13 21:17:39,-5.5569,-80.8222,74.48,56,23,14.74
323,The Valley,AI,2022-07-13 21:17:39,18.217,-63.0578,84.81,75,76,18.7
324,Atasu,KZ,2022-07-13 21:17:39,48.6814,71.6433,68.27,50,9,7.36
325,Saint-Georges,GD,2022-07-13 21:18:39,12.0564,-61.7485,80.64,73,50,13.06
326,San Patricio,US,2022-07-13 21:18:40,28.017,-97.5169,98.55,36,20,16.02
327,Picsi,PE,2022-07-13 21:18:40,-6.7178,-79.7697,67.84,68,0,21.85
328,Faya,SA,2022-07-13 21:18:40,18.3851,42.4509,64.51,57,98,4.88
329,Westport,US,2022-07-13 21:18:41,41.1415,-73.3579,91.89,47,0,8.05
330,Mocuba,MZ,2022-07-13 21:18:41,-16.8392,36.9856,62.87,87,19,1.86
331,San Jeronimo,PE,2022-07-13 21:18:41,-11.9472,-75.2829,60.4,43,84,3.18
332,Bugulma,RU,2022-07-13 21:18:41,54.55,52.8,69.01,83,80,5.44
333,Kichera,RU,2022-07-13 21:18:42,55.9375,110.0997,59.79,79,48,5.19
334,Sabzevar,IR,2022-07-13 21:18:42,36.2126,57.6819,78.08,22,0,6.91
335,Bereda,ES,2022-07-13 21:18:42,43.2686,-7.5406,74.14,85,98,1.05
336,Asau,RO,2022-07-13 21:18:43,46.4333,26.4,61.72,54,32,7.29
337,Rawson,AR,2022-07-13 21:18:43,-43.3002,-65.1023,46.35,40,30,8.21
338,Vila Franca Do Campo,PT,2022-07-13 21:18:43,37.7167,-25.4333,70.2,89,79,10.74
339,Santa Maria Del Oro,MX,2022-07-13 21:18:44,25.9333,-105.3667,83.91,31,87,8.93
340,Mount Isa,AU,2022-07-13 21:15:54,-20.7333,139.5,49.77,53,0,10.36
341,Waipawa,NZ,2022-07-13 21:18:44,-41.4122,175.5153,49.26,84,24,6.24
342,Taoudenni,ML,2022-07-13 21:18:44,22.6783,-3.9836,106.9,10,71,6.67
343,Cap-Aux-Meules,CA,2022-07-13 21:18:45,47.3821,-61.8597,69.85,64,20,12.66
344,Luanda,AO,2022-07-13 21:14:03,-8.8368,13.2343,68.23,94,7,8.59
345,Norrtalje,SE,2022-07-13 21:18:45,59.758,18.705,67.84,60,38,10.38
346,Yucca Valley,US,2022-07-13 21:18:45,34.1142,-116.4322,102.72,21,7,15.99
347,Abu Samrah,SY,2022-07-13 21:18:46,35.3029,37.1841,75.54,59,0,9.73
348,Parkes,AU,2022-07-13 21:18:46,-33.1333,148.1833,32.63,95,4,4.68
349,Helong,CN,2022-07-13 21:18:46,42.5397,128.9972,62.28,99,100,2.35
350,Kijang,KR,2022-07-13 21:18:46,35.2442,129.2139,80.33,97,100,10.25
351,Pontes E Lacerda,BR,2022-07-13 21:18:47,-15.2261,-59.3353,90.48,24,47,5.06
352,Paramonga,PE,2022-07-13 21:18:47,-10.6667,-77.8333,64.33,75,30,10.58
353,Anadyr,RU,2022-07-13 21:18:47,64.75,177.4833,55.9,87,75,4.47
354,Ongandjera,NA,2022-07-13 21:18:48,-17.8833,15.0667,61.79,32,0,9.01
355,Nouadhibou,MR,2022-07-13 21:18:48,20.931,-17.0347,69.78,83,8,23.02
356,Tselinnoye,RU,2022-07-13 21:18:48,53.0833,85.6667,54.81,59,100,3.78
357,Newport,GB,2022-07-13 21:14:46,51.5877,-2.9984,68.68,73,99,8.12
358,Jiangyou,CN,2022-07-13 21:18:49,31.7667,104.7167,75.52,93,100,4.92
359,Gat,IL,2022-07-13 21:18:49,31.61,34.7642,77.81,100,1,1.97
360,Kondinskoye,RU,2022-07-13 21:18:49,59.6481,67.41,65.23,86,9,1.52
361,Cap Malheureux,MU,2022-07-13 21:18:49,-19.9842,57.6142,65.46,82,86,5.01
362,Esperance,AU,2022-07-13 21:18:50,-33.8667,121.9,58.03,47,50,22.08
363,Buchanan,LR,2022-07-13 21:18:50,5.8808,-10.0467,76.23,86,91,9.78
364,Leshukonskoye,RU,2022-07-13 21:18:50,64.8989,45.7622,65.25,83,69,3.71
365,Uto,JP,2022-07-13 21:18:51,32.6833,130.6667,82.18,91,98,5.39
366,Tura,IN,2022-07-13 21:15:36,25.5198,90.2201,75.04,98,89,1.77
367,Ostersund,SE,2022-07-13 21:18:51,63.1792,14.6357,50.45,87,100,9.22
368,Guerrero Negro,MX,2022-07-13 21:18:51,27.9769,-114.0611,75.16,58,8,16.44
369,Tazovskiy,RU,2022-07-13 21:18:52,67.4667,78.7,45.99,73,22,5.66
370,Albanel,CA,2022-07-13 21:18:52,48.8832,-72.4487,69.94,52,96,1.14
371,Maceio,BR,2022-07-13 21:19:52,-9.6658,-35.7353,76.44,78,75,5.75
372,Olinda,BR,2022-07-13 21:19:53,-8.0089,-34.8553,78.53,69,40,12.66
373,Ostrovnoy,RU,2022-07-13 21:19:53,68.0531,39.5131,62.49,91,81,6.71
374,Yerbogachen,RU,2022-07-13 21:19:53,61.2767,108.0108,52.57,62,100,4.45
375,Diego De Almagro,CL,2022-07-13 21:19:53,-26.3667,-70.05,54.63,64,6,8.81
376,Igarka,RU,2022-07-13 21:19:54,67.4667,86.5833,44.96,79,27,5.55
377,Nizhniy Bestyakh,RU,2022-07-13 21:19:54,61.9594,129.9086,65.68,88,0,4.47
378,Carballo,ES,2022-07-13 21:19:54,43.213,-8.691,78.49,78,87,2.64
379,Bathsheba,BB,2022-07-13 21:19:55,13.2167,-59.5167,83.05,78,7,18.43
380,Mincivan,AZ,2022-07-13 21:19:55,39.0294,46.7185,76.78,39,0,1.54
381,La Rioja,ES,2022-07-13 21:19:55,42.25,-2.5,71.38,26,10,7.29
382,Karratha,AU,2022-07-13 21:19:55,-20.7377,116.8463,63.88,54,27,9.98
383,Tavda,RU,2022-07-13 21:19:56,58.0425,65.2726,64.08,96,11,5.26
384,Tirumullaivasal,IN,2022-07-13 21:19:56,11.2333,79.8333,80.38,67,88,16.58
385,Melioratorov,RU,2022-07-13 21:19:56,57.2107,65.6077,66.63,82,20,8.95
386,Coquimbo,CL,2022-07-13 21:19:57,-29.9533,-71.3436,55.13,94,100,13.8
387,Bajil,YE,2022-07-13 21:19:57,15.0584,43.2851,86.32,64,97,5.77
388,Roma,US,2022-07-13 21:16:03,43.2128,-75.4557,81.52,45,20,4.61
389,Torres,BR,2022-07-13 21:19:57,-29.3353,-49.7269,54.82,78,12,10.69
390,Havre-Saint-Pierre,CA,2022-07-13 21:19:58,50.2334,-63.5986,68.36,49,75,14.97
391,Zemio,CF,2022-07-13 21:19:58,5.0314,25.1361,69.39,94,100,2.53
392,Meulaboh,ID,2022-07-13 21:19:58,4.1363,96.1285,76.5,91,90,6.31
393,Alakurtti,RU,2022-07-13 21:19:59,66.9672,30.3491,61.61,98,100,4.88
394,Montrose,US,2022-07-13 21:19:59,38.4166,-108.2673,87.21,22,40,10.04
395,Sisimiut,GL,2022-07-13 21:19:59,66.9395,-53.6735,45.68,82,60,6.71
396,Haines Junction,CA,2022-07-13 21:17:57,60.7522,-137.5108,55.35,67,99,2.3
397,Qasigiannguit,GL,2022-07-13 21:15:42,68.8193,-51.1922,46.65,91,100,3.78
398,Concepcion Del Oro,MX,2022-07-13 21:20:00,24.6333,-101.4167,81.82,20,24,7.76
399,Kavaratti,IN,2022-07-13 21:19:19,10.5669,72.642,81.18,81,100,21.77
400,Malartic,CA,2022-07-13 21:15:11,48.1335,-78.1328,71.02,57,82,3.8
401,Rio Grande,BR,2022-07-13 21:20:00,-32.035,-52.0986,51.94,77,0,12.93
402,Brae,GB,2022-07-13 21:20:00,60.3964,-1.353,51.85,90,100,15.59
403,Dasoguz,TM,2022-07-13 21:20:01,41.8363,59.9666,82.35,32,0,9.22
404,Isabela,PH,2022-07-13 21:20:01,6.7085,121.9711,75.25,84,94,1.72
405,Esil,KZ,2022-07-13 21:20:01,51.9556,66.4042,67.95,72,9,8.1
406,Hukuntsi,BW,2022-07-13 21:20:02,-24.0,21.75,62.11,30,0,8.41
407,Camapua,BR,2022-07-13 21:15:11,-19.5314,-54.0439,81.64,33,7,4.16
408,Yumen,CN,2022-07-13 21:20:02,40.2833,97.2,73.53,32,80,13.87
409,Santarem,BR,2022-07-13 21:20:03,-2.4431,-54.7083,86.13,74,20,4.61
410,Prokopyevsk,RU,2022-07-13 21:20:03,53.9059,86.719,52.77,71,100,5.5
411,Yar-Sale,RU,2022-07-13 21:20:04,66.8333,70.8333,50.67,82,100,8.99
412,La Ronge,CA,2022-07-13 21:20:04,55.1001,-105.2842,89.82,23,20,20.71
413,Russell,US,2022-07-13 21:15:27,32.3502,-85.1999,88.97,61,100,6.22
414,Mbandaka,CD,2022-07-13 21:20:04,0.0487,18.2603,75.65,64,75,2.21
415,Ulladulla,AU,2022-07-13 21:20:05,-35.35,150.4667,52.7,66,64,17.07
416,Tessalit,ML,2022-07-13 21:20:05,20.1986,1.0114,97.14,18,33,2.59
417,Shahreza,IR,2022-07-13 21:20:05,32.0339,51.8794,68.22,16,0,2.15
418,Owando,CG,2022-07-13 21:20:06,-0.4819,15.8999,80.31,49,49,2.53
419,Miyako,JP,2022-07-13 21:20:06,39.6367,141.9525,68.0,92,100,3.78
420,Conde,BR,2022-07-13 21:21:07,-7.2597,-34.9075,76.46,78,0,9.22
421,Durango,MX,2022-07-13 21:19:59,24.8333,-104.8333,80.85,32,83,16.22
422,Sao Miguel Do Araguaia,BR,2022-07-13 21:21:07,-13.275,-50.1628,82.4,26,8,3.18
423,Riyadh,SA,2022-07-13 21:16:48,24.6877,46.7219,95.14,10,100,8.59
424,Wamba,NG,2022-07-13 21:21:08,8.9333,8.6,72.48,86,100,2.33
425,Kalemie,CD,2022-07-13 21:21:08,-5.9475,29.1947,70.38,63,8,1.77
426,Kahului,US,2022-07-13 21:21:08,20.8947,-156.47,84.22,77,40,19.57
427,Idaho Falls,US,2022-07-13 21:16:57,43.4666,-112.0341,96.89,25,0,4.61
428,Egvekinot,RU,2022-07-13 21:21:09,66.3167,-179.1667,47.23,83,100,5.99
429,Pangody,RU,2022-07-13 21:21:09,65.85,74.4859,55.26,64,100,6.64
430,Mitu,CO,2022-07-13 21:21:09,1.1983,-70.1733,77.16,86,87,3.09
431,Malanje,AO,2022-07-13 21:21:10,-9.5402,16.341,66.72,28,0,3.65
432,Orlik,RU,2022-07-13 21:21:10,52.5178,99.825,49.51,96,100,4.65
433,Gagnoa,CI,2022-07-13 21:21:10,6.1293,-5.9437,71.11,99,96,4.16
434,Skjervoy,NO,2022-07-13 21:21:11,70.0311,20.9714,59.0,91,100,4.36
435,Yarmouth,US,2022-07-13 21:21:11,41.7057,-70.2286,88.27,64,0,10.36
436,Tutoia,BR,2022-07-13 21:21:12,-2.7619,-42.2744,79.79,81,71,10.29
437,Bardiyah,LY,2022-07-13 21:21:12,31.7561,25.0865,76.5,69,0,12.26
438,Qixia,CN,2022-07-13 21:21:12,37.2975,120.8256,72.82,86,52,1.88
439,Pangkalanbuun,ID,2022-07-13 21:21:12,-2.6833,111.6167,73.27,98,99,1.72
440,Pevek,RU,2022-07-13 21:21:13,69.7008,170.3133,36.54,88,99,5.57
441,Coahuayana,MX,2022-07-13 21:21:13,18.7333,-103.6833,87.94,65,88,6.33
442,Hanamaki,JP,2022-07-13 21:21:13,39.3833,141.1167,67.77,92,91,2.35
443,Tamworth,GB,2022-07-13 21:18:13,52.634,-1.6959,63.55,62,100,1.99
444,Dennery,LC,2022-07-13 21:21:14,13.8996,-60.8879,84.33,65,75,12.66
445,Kholodnyy,RU,2022-07-13 21:21:14,62.7167,147.95,68.65,61,10,1.28
446,Mandalgovi,MN,2022-07-13 21:21:14,45.7625,106.2708,65.71,41,100,9.19
447,Puerto Suarez,BO,2022-07-13 21:21:15,-18.95,-57.8,91.76,66,0,10.36
448,Ginir,ET,2022-07-13 21:21:15,7.1333,40.7,62.74,67,100,14.99
449,Belturbet,IE,2022-07-13 21:21:15,54.1,-7.45,52.66,93,24,3.98
450,Dunedin,NZ,2022-07-13 21:19:21,-45.8742,170.5036,48.79,88,100,8.01
451,Ginda,IN,2022-07-13 21:21:16,30.6945,78.4932,65.41,87,80,4.07
452,Pacific Grove,US,2022-07-13 21:17:38,36.6177,-121.9166,77.2,69,0,9.22
453,Necochea,AR,2022-07-13 21:20:51,-38.5473,-58.7368,50.9,55,59,5.82
454,Macas,EC,2022-07-13 21:21:16,-2.3167,-78.1167,73.15,83,75,5.75
455,Balsas,BR,2022-07-13 21:20:01,-7.5325,-46.0356,87.06,30,44,4.63
456,Youkounkoun,GN,2022-07-13 21:21:17,12.5333,-13.1333,80.89,79,93,4.12
457,Gua Musang,MY,2022-07-13 21:21:17,4.8823,101.9644,72.05,97,84,1.41
458,Ruwi,OM,2022-07-13 21:21:17,23.5996,58.5507,92.34,59,71,2.66
459,Tomatlan,MX,2022-07-13 21:21:18,19.9333,-105.25,86.59,67,94,9.82
460,Deniliquin,AU,2022-07-13 21:21:18,-35.5333,144.9667,37.06,90,0,7.94
461,Kasongo-Lunda,CD,2022-07-13 21:21:18,-6.4667,16.8167,72.84,32,33,1.45
462,Abnub,EG,2022-07-13 21:21:19,27.2696,31.1511,82.85,32,25,19.98
463,General Roca,AR,2022-07-13 21:21:19,-39.0333,-67.5833,43.63,79,100,7.85
464,Saint-Pierre,RE,2022-07-13 21:21:19,-21.3393,55.4781,68.92,83,100,16.11
465,Piombino,IT,2022-07-13 21:21:20,42.9348,10.5221,79.59,74,3,1.01
466,Trincomalee,LK,2022-07-13 21:22:20,8.5711,81.2335,81.01,73,74,26.04
467,Comodoro Rivadavia,AR,2022-07-13 21:20:05,-45.8667,-67.5,42.66,61,0,2.3
468,Toora-Khem,RU,2022-07-13 21:22:20,52.4675,96.11,48.51,91,100,4.03
469,Grindavik,IS,2022-07-13 21:22:21,63.8424,-22.4338,49.95,87,75,13.8
470,Antofagasta,CL,2022-07-13 21:18:36,-23.65,-70.4,61.88,72,64,6.33
471,Hobyo,SO,2022-07-13 21:22:21,5.3505,48.5268,78.98,77,68,30.31
472,Mayor Pablo Lagerenza,PY,2022-07-13 21:22:21,-19.9309,-60.7718,86.97,36,89,12.91
473,Banda Aceh,ID,2022-07-13 21:22:22,5.5577,95.3222,79.61,83,100,9.37
474,Nizwa,OM,2022-07-13 21:22:22,22.9333,57.5333,89.67,52,82,4.99
475,Dalvik,IS,2022-07-13 21:22:22,65.9702,-18.5286,55.33,69,95,4.23
476,Hambantota,LK,2022-07-13 21:22:22,6.1241,81.1185,78.93,81,75,19.01
477,Pochutla,MX,2022-07-13 21:22:23,15.7432,-96.4661,87.48,60,100,5.28
478,Molokovo,RU,2022-07-13 21:22:23,58.1661,36.7628,57.33,88,26,4.32
479,Guanica,PR,2022-07-13 21:22:23,17.9716,-66.908,81.91,87,100,11.27
480,Tilichiki,RU,2022-07-13 21:22:24,60.4667,166.1,66.94,69,20,4.38
481,Poya,NC,2022-07-13 21:22:24,-21.35,165.15,70.63,80,86,10.42
482,Puerto Escondido,MX,2022-07-13 21:22:24,15.85,-97.0667,86.83,58,40,5.75
483,Nuuk,GL,2022-07-13 21:20:27,64.1835,-51.7216,56.01,62,20,6.91
484,Jumla,NP,2022-07-13 21:22:24,29.2747,82.1838,62.42,94,100,4.09
485,Terre Haute,US,2022-07-13 21:20:13,39.4667,-87.4139,88.07,50,0,9.22
486,Dongli,CN,2022-07-13 21:22:25,23.5656,116.8194,78.78,94,0,0.0
487,Port Lavaca,US,2022-07-13 21:22:25,28.615,-96.6261,101.3,50,0,11.5
488,Cotonou,BJ,2022-07-13 21:18:35,6.3654,2.4183,76.98,88,40,11.5
489,Zverinogolovskoye,RU,2022-07-13 21:22:26,54.4586,64.8542,65.8,68,89,2.59
490,Uvarovka,RU,2022-07-13 21:22:26,55.5278,35.6061,54.12,88,92,2.95
491,Salina Cruz,MX,2022-07-13 21:20:52,16.1667,-95.2,89.19,57,100,5.73
492,Lethem,GY,2022-07-13 21:22:26,3.3803,-59.7968,82.4,76,100,6.49
493,Boende,CD,2022-07-13 21:22:27,-0.2167,20.8667,75.27,68,51,2.59
494,Rawlins,US,2022-07-13 21:22:27,41.7911,-107.2387,71.49,49,75,18.41
495,Lagos,NG,2022-07-13 21:17:40,6.5833,3.75,77.32,88,100,7.09
496,Digby,CA,2022-07-13 21:22:27,44.6169,-65.7655,83.35,73,54,9.51
497,Turukhansk,RU,2022-07-13 21:19:22,65.8167,87.9833,50.83,67,100,2.44
498,Shaunavon,CA,2022-07-13 21:22:28,49.6501,-108.4181,83.98,29,97,11.43
499,Vadso,NO,2022-07-13 21:22:28,70.0744,29.7487,59.88,100,100,18.41
500,Kamojima,JP,2022-07-13 21:22:28,34.0667,134.35,74.88,86,100,0.85
501,Sibut,CF,2022-07-13 21:22:28,5.718,19.0739,70.54,93,100,0.67
502,Iralaya,HN,2022-07-13 21:22:13,15.0,-83.2333,81.68,83,100,14.45
503,Richards Bay,ZA,2022-07-13 21:22:29,-28.783,32.0377,62.22,54,0,6.38
504,Sola,VU,2022-07-13 21:22:29,-13.8833,167.55,79.47,89,20,0.0
505,Coruripe,BR,2022-07-13 21:22:29,-10.1256,-36.1756,73.89,85,24,8.55
506,Canico,PT,2022-07-13 21:22:30,32.6333,-16.85,72.01,81,75,4.61
507,Fuengirola,ES,2022-07-13 21:17:32,36.54,-4.6247,82.85,47,0,0.0
508,Sobolevo,RU,2022-07-13 21:22:30,54.4299,31.8996,53.67,97,100,5.61
509,Churachandpur,IN,2022-07-13 21:22:30,24.3333,93.6667,66.7,96,6,2.53
510,Santa Rosa,PH,2022-07-13 21:17:33,14.3122,121.1114,80.58,88,100,2.51
511,Polyarnyy,RU,2022-07-13 21:23:31,69.1989,33.4478,56.59,97,100,4.59
512,Sioux Lookout,CA,2022-07-13 21:20:28,50.1001,-91.917,75.27,43,20,4.61
513,Derzhavinsk,KZ,2022-07-13 21:23:31,51.1,66.3167,69.78,69,0,7.92
514,Jamkhandi,IN,2022-07-13 21:23:31,16.5167,75.3,70.79,88,100,19.1
515,Kaseda,JP,2022-07-13 21:23:32,31.4167,130.3167,80.1,91,100,6.24
516,Vao,NC,2022-07-13 21:23:32,-22.6667,167.4833,73.4,75,88,24.54
517,Santa Isabel,BR,2022-07-13 21:23:32,-23.3156,-46.2214,62.31,94,100,5.39
518,Kuznechnoye,RU,2022-07-13 21:23:33,61.12,29.8686,64.0,80,37,4.5
519,Kunszentmiklos,HU,2022-07-13 21:23:33,47.027,19.1258,70.88,36,8,6.6
520,Dongfeng,CN,2022-07-13 21:23:33,42.6403,125.5118,64.36,96,83,7.23
521,Iberia,US,2022-07-13 21:20:56,29.9502,-91.7507,91.47,70,0,10.36
522,Chifeng,CN,2022-07-13 21:23:34,42.2683,118.9636,67.12,58,0,5.5
523,Keokuk,US,2022-07-13 21:23:34,40.3973,-91.3849,90.09,54,40,9.22
524,Kuching,MY,2022-07-13 21:23:34,1.55,110.3333,75.42,94,20,2.3
525,Sosva,RU,2022-07-13 21:23:35,59.1766,61.8558,65.71,83,46,4.72
526,Lasem,ID,2022-07-13 21:23:35,-6.6922,111.4527,74.53,96,100,2.15
527,Port Shepstone,ZA,2022-07-13 21:23:35,-30.7414,30.455,63.19,43,0,6.71
528,Isiro,CD,2022-07-13 21:23:35,2.7739,27.616,63.72,99,100,0.74
529,Juba,SS,2022-07-13 21:23:36,4.8517,31.5825,71.47,87,91,2.75
530,Akureyri,IS,2022-07-13 21:23:36,65.6835,-18.0878,55.33,67,75,8.05
531,Maua,BR,2022-07-13 21:23:36,-23.6678,-46.4614,60.6,92,100,7.09
532,Chemal,RU,2022-07-13 21:23:37,51.4111,86.005,48.2,93,83,1.88
533,Gogrial,SS,2022-07-13 21:23:37,8.5332,28.1004,74.14,89,100,3.96
534,Vysokogornyy,RU,2022-07-13 21:23:37,50.1167,139.15,63.54,99,100,2.95
535,Lydenburg,ZA,2022-07-13 21:23:37,-25.0978,30.4597,48.4,67,1,1.63
536,Kuminskiy,RU,2022-07-13 21:23:38,58.6667,66.5667,64.18,89,20,2.73
537,Cozumel,MX,2022-07-13 21:23:38,20.5083,-86.9458,87.94,74,75,11.01
538,Trelew,AR,2022-07-13 21:23:38,-43.249,-65.3051,45.61,34,33,6.17
539,Berdigestyakh,RU,2022-07-13 21:23:39,62.0989,126.6992,62.85,97,100,3.74
540,Noumea,NC,2022-07-13 21:23:39,-22.2763,166.4572,72.0,99,94,17.94
541,Qax,AZ,2022-07-13 21:23:39,41.4225,46.9242,76.19,36,0,5.46
542,Tautira,PF,2022-07-13 21:23:39,-17.7333,-149.15,76.82,72,49,14.72
543,Kirakira,SB,2022-07-13 21:23:40,-10.4544,161.9205,79.14,71,19,3.29
544,Dano,BF,2022-07-13 21:23:40,11.15,-3.0667,82.29,59,39,5.08
545,Korla,CN,2022-07-13 21:23:29,41.7597,86.1469,76.82,27,100,14.03
546,Ballina,AU,2022-07-13 21:23:40,-28.8667,153.5667,50.0,78,68,16.49
547,Gweru,ZW,2022-07-13 21:23:41,-19.45,29.8167,50.23,59,0,5.17
548,Gazli,UZ,2022-07-13 21:23:41,40.1333,63.45,86.54,21,0,10.98
549,Emilio Carranza,MX,2022-07-13 21:23:41,19.9711,-96.6114,87.04,68,100,12.91
550,Hervey Bay,AU,2022-07-13 21:23:41,-25.2986,152.8535,51.62,68,0,19.77
551,Cibitung,ID,2022-07-13 21:23:42,-7.119,107.1309,65.91,91,99,1.14
552,Barabai,ID,2022-07-13 21:23:42,-2.5833,115.3833,73.08,99,100,2.24
553,Goma,CD,2022-07-13 21:23:42,-1.6792,29.2228,64.51,74,75,2.98
554,Ilulissat,GL,2022-07-13 21:23:43,69.2167,-51.1,46.42,76,75,4.61
555,Zyryanskoye,RU,2022-07-13 21:23:43,56.8306,86.6258,52.0,67,100,4.41
